,num_variables,activation_function,absorption_criterion,ascent_stop_criterion,stopping_criterion_type,step_type,max_iterations,direction_type,initial_ascent_type,gamma,theta,f_value,binary,t_hmip,t_cplex,f_cplex,t_cplex_relax,f_cplex_relax
25,10,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-6.789721162779321,0.310578123798736,0.055114257032983005,0.014190841931849718,-6.839919113571337,0.03665253904182464,-6.8399190986352805
26,10,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-3.969840667515369,0.5343713083305779,0.05407353106420487,0.023499156930483878,-4.155178448093374,0.032046681037172675,-4.155178448093374
27,10,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,0.4098284811744765,0.6025013409112269,0.05496569804381579,0.015555335092358291,0.0,0.035141839063726366,4.0699140078766215e-09
28,10,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-0.5296512012894661,0.3391710462964717,0.05145895795430988,0.02513112500309944,-0.6389561338339721,0.03344851394649595,-0.6389561338339721
29,10,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-14.217276662315909,1.4234735104600957,0.053152746986597776,0.028822302003391087,-14.806458824269807,0.029206210048869252,-14.806458820853045
30,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-157.23593047604288,5.17446715425983,0.3141435219440609,0.13062943704426289,-160.90805687858617,0.14375437702983618,-160.9210840596378
31,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-120.0457706163731,4.3577744552549955,0.3075190659146756,0.15143320395145565,-122.91751257992239,0.14276455796789378,-123.00652711016352
32,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-24.261055832237584,4.281932437532241,0.3016420369967818,0.1272550830617547,-30.21892546219743,0.14258057007100433,-30.220081548088853
33,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-234.79907643619416,3.7755918422203454,0.32131796900648624,0.12316134397406131,-238.63898584436194,0.14974217710550874,-238.64127639796254
34,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-15.620962372814118,2.4503726001941386,0.13653129001613706,0.1287739989347756,-18.808538188631662,0.14065332000609487,-18.80889758212011
35,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-210.2344220009993,3.8743217166993684,0.30449776898603886,0.1297871300484985,-213.73622435833678,0.1346082560485229,-213.76460261615597
36,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-64.82280395812138,3.5307762913270953,0.300068300915882,0.122570764971897,-69.28616502988052,0.1474012859398499,-69.28616502523873
37,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-329.05408647399577,4.274029539755854,0.31049356900621206,0.13239148806314915,-334.09488937456155,0.13872828893363476,-334.0948893465331
38,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-438.390211707609,4.033970906517961,0.3115406589349732,0.13277376198675483,-444.43906959660353,0.13700406707357615,-444.4597258391159
39,100,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-43.32011182084301,5.327118408509068,0.31106647104024887,0.1319455070188269,-48.469067473105675,0.13573965802788734,-48.49440620483923
40,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-2567.2076089803827,24.98955556838139,1.0842196990270168,0.3322059380589053,-2633.280328256799,0.3742996910586953,-2633.425850171914
41,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-4611.146157458731,15.044003511634465,1.0642007159767672,0.2290773990098387,-4671.460314885419,0.3664335730718449,-4671.460307900387
42,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-4026.598749980592,19.543607345883245,1.1005933289416134,0.26840404397808015,-4102.529204680155,0.36913335998542607,-4102.60714547124
43,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-467.93152424637316,21.15676264333228,1.0012164009967819,0.26770874892827123,-529.7841848484451,0.39631101896520704,-529.8569873415352
44,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-368.4570612715607,20.996692304825025,0.998526643961668,0.23940982797648758,-439.4724907080193,0.39252974500413984,-439.47466291745366
45,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-2238.99693484162,21.855431594545422,1.0992465580347925,0.24577247095294297,-2298.37957197364,0.3674318849807605,-2298.519132250969
46,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-3078.8103521220673,22.919571256057985,1.0801381570054218,0.25493505399208516,-3151.417682044932,0.3668936239555478,-3151.4474047015756
47,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-441.24014173233206,19.42308434686033,1.0199156620074064,0.29497591801919043,-502.3894078061895,0.369060232071206,-502.4993720234398
48,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-1139.0606770494344,24.982563934875486,1.064095264999196,0.2782419150462374,-1204.5757868579083,0.37694221804849803,-1204.5796842019004
49,500,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-4573.173850487869,18.962450319456792,1.1115869220811874,0.2839524820446968,-4654.725639027805,0.3729477919405326,-4654.775772261228
50,1000,pwl,,0.01,gradient,classic,500,classic,binary_neutral_ascent,0.9,0.01,-2285.249146439799,38.47958488751999,1.9379784989869222,0.9019061599392444,-2428.8633121236576,1.5734530800255015,-2428.9707100716882
